task,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_features
binary,DT,BBA,0.05,0.8975366876310272,0.8976016325873387,0.03753930817610063,0.04634792784178962,0.8599973794549266,0.9391680513878072,0.9391680513878072,0.8947196016771488,716.0
binary,DT,BBA,0.1,0.8975366876310272,0.8976016325873387,0.009499475890985324,0.011838980344348778,0.8880372117400419,0.9850274966732054,0.9850274966732054,0.8947196016771488,716.0
binary,DT,BBA,0.2,0.8975366876310272,0.8976016325873387,0.004389412997903564,0.0055781062035509775,0.8931472746331237,0.9928865514644982,0.9928865514644982,0.8947196016771488,716.0
binary,DT,BBA,0.3,0.8975366876310272,0.8976016325873387,0.0023584905660377358,0.003007602689784192,0.8951781970649895,0.9961593909821522,0.9961593909821522,0.8947196016771488,716.0
binary,DT,DBA-style,0.05,0.8975366876310272,0.8976016325873387,0.17203878406708595,0.18987636758923113,0.7254979035639413,0.7483426300596704,0.7483426300596704,0.8947196016771488,716.0
binary,DT,DBA-style,0.1,0.8975366876310272,0.8976016325873387,0.1320754716981132,0.14641445479390056,0.765461215932914,0.8131099974870688,0.8131099974870688,0.8947196016771488,716.0
binary,DT,DBA-style,0.2,0.8975366876310272,0.8976016325873387,0.09276729559748428,0.10052389126568226,0.804769392033543,0.8745311815341126,0.8745311815341126,0.8947196016771488,716.0
binary,DT,DBA-style,0.3,0.8975366876310272,0.8976016325873387,0.08863993710691824,0.09683454363226066,0.808896750524109,0.8781458688376422,0.8781458688376422,0.8947196016771488,716.0
binary,DT,FGSM-SNN,0.05,0.8975366876310272,0.8976016325873387,0.4467374213836478,0.4562788916943182,0.4507992662473795,0.5096088772458379,0.5096088772458379,0.8947196016771488,716.0
binary,DT,FGSM-SNN,0.1,0.8975366876310272,0.8976016325873387,0.36687631027253664,0.3693789617786533,0.5306603773584906,0.6227015009428539,0.6227015009428539,0.8947196016771488,716.0
binary,DT,FGSM-SNN,0.2,0.8975366876310272,0.8976016325873387,0.4126703354297694,0.4112697317889905,0.48486635220125784,0.5451863656184428,0.5451863656184428,0.8947196016771488,716.0
binary,DT,FGSM-SNN,0.3,0.8975366876310272,0.8976016325873387,0.41712526205450734,0.40895535399404964,0.48041142557651995,0.5267317907007307,0.5267317907007307,0.8947196016771488,716.0
binary,DT,PGD-10-SNN,0.05,0.8975366876310272,0.8976016325873387,0.4450340670859539,0.4541379379047261,0.4525026205450734,0.510108265025456,0.510108265025456,0.8947196016771488,716.0
binary,DT,PGD-10-SNN,0.1,0.8975366876310272,0.8976016325873387,0.34768081761006286,0.3494363517398928,0.5498558700209644,0.6438785350091256,0.6438785350091256,0.8947196016771488,716.0
binary,DT,PGD-10-SNN,0.2,0.8975366876310272,0.8976016325873387,0.36215932914046123,0.3620856804349713,0.5353773584905661,0.6028374431037589,0.6028374431037589,0.8947196016771488,716.0
binary,DT,PGD-10-SNN,0.3,0.8975366876310272,0.8976016325873387,0.305293501048218,0.31231544952960566,0.5922431865828093,0.6099723944541124,0.6099723944541124,0.8947196016771488,716.0
binary,DT,PGD-20-SNN,0.05,0.8975366876310272,0.8976016325873387,0.443003144654088,0.4521167378950988,0.45453354297693926,0.513815839471369,0.513815839471369,0.8947196016771488,716.0
binary,DT,PGD-20-SNN,0.1,0.8975366876310272,0.8976016325873387,0.34735324947589097,0.348562980232198,0.5501834381551363,0.6469602484552107,0.6469602484552107,0.8947196016771488,716.0
binary,DT,PGD-20-SNN,0.2,0.8975366876310272,0.8976016325873387,0.3656970649895178,0.3656815296513579,0.5318396226415094,0.6011015346502175,0.6011015346502175,0.8947196016771488,716.0
binary,DT,PGD-20-SNN,0.3,0.8975366876310272,0.8976016325873387,0.3064727463312369,0.3125234437216176,0.5910639412997903,0.6079165583169597,0.6079165583169597,0.8947196016771488,716.0
binary,LightGBM,BBA,0.05,0.9323899371069182,0.9326892976733537,0.24279350104821804,0.2516596017556658,0.6895964360587001,0.6024787198753447,0.6024787198753447,0.9266902515723271,716.0
binary,LightGBM,BBA,0.1,0.9323899371069182,0.9326892976733537,0.11268343815513628,0.12859081870797995,0.8197064989517819,0.8155881047909426,0.8155881047909426,0.9266902515723271,716.0
binary,LightGBM,BBA,0.2,0.9323899371069182,0.9326892976733537,0.030267295597484277,0.037041780907963895,0.9021226415094339,0.9503909496573548,0.9503909496573548,0.9266902515723271,716.0
binary,LightGBM,BBA,0.3,0.9323899371069182,0.9326892976733537,0.02365041928721174,0.029235041178239232,0.9087395178197065,0.9612260166954696,0.9612260166954696,0.9266902515723271,716.0
binary,LightGBM,DBA-style,0.05,0.9323899371069182,0.9326892976733537,0.6250655136268344,0.5982920650380853,0.3073244234800838,0.1315781628374678,0.1315781628374678,0.9266902515723271,716.0
binary,LightGBM,DBA-style,0.1,0.9323899371069182,0.9326892976733537,0.6223139412997903,0.5950840034099698,0.31007599580712786,0.13318488368674747,0.13318488368674747,0.9266902515723271,716.0
binary,LightGBM,DBA-style,0.2,0.9323899371069182,0.9326892976733537,0.6195623689727463,0.5919030437615387,0.3128275681341719,0.13479772647230137,0.13479772647230137,0.9266902515723271,716.0
binary,LightGBM,DBA-style,0.3,0.9323899371069182,0.9326892976733537,0.6182520964360587,0.5903819666368574,0.31413784067085954,0.13555236377428342,0.13555236377428342,0.9266902515723271,716.0
binary,LightGBM,FGSM-SNN,0.05,0.9323899371069182,0.9326892976733537,0.1924135220125786,0.20954963135793298,0.7399764150943396,0.7154575200818124,0.7154575200818124,0.9266902515723271,716.0
binary,LightGBM,FGSM-SNN,0.1,0.9323899371069182,0.9326892976733537,0.07855083857442348,0.08864065625585596,0.8538390985324947,0.8990977984120154,0.8990977984120154,0.9266902515723271,716.0
binary,LightGBM,FGSM-SNN,0.2,0.9323899371069182,0.9326892976733537,0.06826519916142558,0.07615346012543699,0.8641247379454926,0.914700389427954,0.914700389427954,0.9266902515723271,716.0
binary,LightGBM,FGSM-SNN,0.3,0.9323899371069182,0.9326892976733537,0.053983228511530396,0.060315434779091945,0.8784067085953878,0.9333427421189714,0.9333427421189714,0.9266902515723271,716.0
binary,LightGBM,PGD-10-SNN,0.05,0.9323899371069182,0.9326892976733537,0.22143605870020966,0.23798840419753303,0.7109538784067087,0.6985630905011538,0.6985630905011538,0.9266902515723271,716.0
binary,LightGBM,PGD-10-SNN,0.1,0.9323899371069182,0.9326892976733537,0.0959119496855346,0.10099812404138518,0.8364779874213837,0.898283314615829,0.898283314615829,0.9266902515723271,716.0
binary,LightGBM,PGD-10-SNN,0.2,0.9323899371069182,0.9326892976733537,0.13548218029350104,0.1450485611164573,0.7969077568134172,0.8281834634720031,0.8281834634720031,0.9266902515723271,716.0
binary,LightGBM,PGD-10-SNN,0.3,0.9323899371069182,0.9326892976733537,0.16535639412997905,0.1795818683277866,0.7670335429769392,0.7727744100359515,0.7727744100359515,0.9266902515723271,716.0
binary,LightGBM,PGD-20-SNN,0.05,0.9323899371069182,0.9326892976733537,0.22123951781970652,0.23783141784363176,0.7111504192872117,0.6997532203619373,0.6997532203619373,0.9266902515723271,716.0
binary,LightGBM,PGD-20-SNN,0.1,0.9323899371069182,0.9326892976733537,0.09433962264150944,0.09913500922133686,0.8380503144654088,0.9010840061151169,0.9010840061151169,0.9266902515723271,716.0
binary,LightGBM,PGD-20-SNN,0.2,0.9323899371069182,0.9326892976733537,0.11137316561844864,0.11751860033198579,0.8210167714884695,0.8728881664995851,0.8728881664995851,0.9266902515723271,716.0
binary,LightGBM,PGD-20-SNN,0.3,0.9323899371069182,0.9326892976733537,0.10115303983228512,0.10900431891663837,0.8312368972746331,0.8824358466176456,0.8824358466176456,0.9266902515723271,716.0
binary,RF,BBA,0.05,0.9299004192872118,0.9299295355539077,0.4375,0.39774029660289456,0.4924004192872118,0.2921549199363873,0.2921549199363873,0.9234145702306079,716.0
binary,RF,BBA,0.1,0.9299004192872118,0.9299295355539077,0.3992400419287212,0.3718122453394438,0.5306603773584906,0.351811324128419,0.351811324128419,0.9234145702306079,716.0
binary,RF,BBA,0.2,0.9299004192872118,0.9299295355539077,0.2918632075471698,0.2939069844643884,0.638037211740042,0.5259925195352099,0.5259925195352099,0.9234145702306079,716.0
binary,RF,BBA,0.3,0.9299004192872118,0.9299295355539077,0.1804245283018868,0.19828398617521345,0.749475890985325,0.706861136956529,0.706861136956529,0.9234145702306079,716.0
binary,RF,DBA-style,0.05,0.9299004192872118,0.9299295355539077,0.8898060796645703,0.8894598105035858,0.04009433962264153,0.024057799246016573,0.024057799246016573,0.9234145702306079,716.0
binary,RF,DBA-style,0.1,0.9299004192872118,0.9299295355539077,0.888233752620545,0.8878403490338111,0.04166666666666666,0.024484559410345795,0.024484559410345795,0.9234145702306079,716.0
binary,RF,DBA-style,0.2,0.9299004192872118,0.9299295355539077,0.8873165618448637,0.8869143692385992,0.04258385744234805,0.025124404525329033,0.025124404525329033,0.9234145702306079,716.0
