task,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_features
binary,DT,BBA,0.05,0.8489910901467506,0.8506655323554194,0.09774633123689727,0.11376159921558525,0.7512447589098532,0.8292707733393042,0.8292707733393042,0.8792583857442348,716.0
binary,DT,BBA,0.1,0.8489910901467506,0.8506655323554194,0.059420859538784065,0.07233070117094584,0.7895702306079664,0.8935888107188918,0.8935888107188918,0.8792583857442348,716.0
binary,DT,BBA,0.2,0.8489910901467506,0.8506655323554194,0.008385744234800839,0.010813220448567166,0.8406053459119497,0.9849047097729627,0.9849047097729627,0.8792583857442348,716.0
binary,DT,BBA,0.3,0.8489910901467506,0.8506655323554194,0.004454926624737946,0.005772109323249604,0.8445361635220126,0.9919778703997073,0.9919778703997073,0.8792583857442348,716.0
binary,DT,DBA-style,0.05,0.8489910901467506,0.8506655323554194,0.10809748427672956,0.1234269853464032,0.740893605870021,0.8310430629228521,0.8310430629228521,0.8792583857442348,716.0
binary,DT,DBA-style,0.1,0.8489910901467506,0.8506655323554194,0.09329140461215933,0.10937528336305619,0.7556996855345912,0.8433200824403922,0.8433200824403922,0.8792583857442348,716.0
binary,DT,DBA-style,0.2,0.8489910901467506,0.8506655323554194,0.07724056603773585,0.09247201520369278,0.7717505241090147,0.8634974947702165,0.8634974947702165,0.8792583857442348,716.0
binary,DT,DBA-style,0.3,0.8489910901467506,0.8506655323554194,0.07547169811320754,0.09074355727080832,0.773519392033543,0.8650187184477429,0.8650187184477429,0.8792583857442348,716.0
binary,DT,FGSM-SNN,0.05,0.8489910901467506,0.8506655323554194,0.46606394129979034,0.4650012058336812,0.38292714884696016,0.4333794446395781,0.4333794446395781,0.8792583857442348,716.0
binary,DT,FGSM-SNN,0.1,0.8489910901467506,0.8506655323554194,0.4292452830188679,0.4280414336042484,0.41974580712788256,0.45628148132332985,0.45628148132332985,0.8792583857442348,716.0
binary,DT,FGSM-SNN,0.2,0.8489910901467506,0.8506655323554194,0.35862159329140464,0.3622764323940651,0.4903694968553459,0.5396764927566685,0.5396764927566685,0.8792583857442348,716.0
binary,DT,FGSM-SNN,0.3,0.8489910901467506,0.8506655323554194,0.34997379454926625,0.3404267773124603,0.49901729559748426,0.5537076159808165,0.5537076159808165,0.8792583857442348,716.0
binary,DT,PGD-10-SNN,0.05,0.8489910901467506,0.8506655323554194,0.4511268343815514,0.4502319698632739,0.3978642557651991,0.4046580529990159,0.4046580529990159,0.8792583857442348,716.0
