task,fold,model,attack,epsilon,clean_acc,clean_f1,adv_acc,adv_f1,acc_drop,asr,evasion_asr,snn_agreement,num_classes,num_features,steps,alpha_factor,alpha,max_attempts,top_k,perturb_features,max_features,time_window
binary,1,RF,FGSM-SNN,0.2,0.8542976939203354,0.8544734023671452,0.4051362683438155,0.3926070852994782,0.4491614255765199,0.42571558382553387,0.42571558382553387,0.8571802935010482,2,716,,,,,,,, (1hours)
binary,1,RF,PGD-10-SNN,0.2,0.8542976939203354,0.8544734023671452,0.3870545073375262,0.3783513470054429,0.46724318658280917,0.4538845979100409,0.4538845979100409,0.8571802935010482,2,716,10.0,10.0,0.03,,,,, (1hours)
binary,1,RF,PGD-20-SNN,0.2,0.8542976939203354,0.8544734023671452,0.3970125786163522,0.38573737910934425,0.4572851153039832,0.43661971830985913,0.43661971830985913,0.8571802935010482,2,716,20.0,19.0,0.015789473684210527,,,,, (1hours)
binary,1,RF,BBA,0.2,0.8542976939203354,0.8544734023671452,0.245020964360587,0.2564184876448829,0.6092767295597483,0.5751930940481599,0.5751930940481599,0.8571802935010482,2,716,,,,170.0,280.0,200.0,, (1hours)
binary,1,RF,DBA-style,0.2,0.8542976939203354,0.8544734023671452,0.7471174004192872,0.7468261559366266,0.10718029350104818,0.08677873693775556,0.08677873693775556,0.8571802935010482,2,716,,,,,,,175.0, (1hours)
binary,1,RF,FGSM-SNN,0.3,0.8542976939203354,0.8544734023671452,0.4077568134171908,0.3943752587024289,0.4465408805031446,0.4275329395729214,0.4275329395729214,0.8571802935010482,2,716,,,,,,,, (1hours)
binary,1,RF,PGD-10-SNN,0.3,0.8542976939203354,0.8544734023671452,0.39019916142557654,0.38040744455935305,0.46409853249475885,0.45161290322580644,0.45161290322580644,0.8571802935010482,2,716,10.0,10.0,0.03,,,,, (1hours)
binary,1,RF,PGD-20-SNN,0.3,0.8542976939203354,0.8544734023671452,0.39334381551362685,0.3831715886118594,0.46095387840670854,0.4488868696047251,0.4488868696047251,0.8571802935010482,2,716,20.0,19.0,0.015789473684210527,,,,, (1hours)
binary,1,RF,BBA,0.3,0.8542976939203354,0.8544734023671452,0.1928721174004193,0.2106678751570485,0.6614255765199161,0.6656065424806906,0.6656065424806906,0.8571802935010482,2,716,,,,170.0,280.0,200.0,, (1hours)
binary,1,RF,DBA-style,0.3,0.8542976939203354,0.8544734023671452,0.7463312368972747,0.7459705530528936,0.10796645702306074,0.08677873693775556,0.08677873693775556,0.8571802935010482,2,716,,,,,,,175.0, (1hours)
binary,1,DT,FGSM-SNN,0.05,0.8503668763102725,0.8521686189915854,0.4777253668763103,0.44632373915542706,0.37264150943396224,0.2474032105760151,0.2474032105760151,0.8729035639412998,2,716,,,,,,,, (1hours)
binary,1,DT,PGD-10-SNN,0.05,0.8503668763102725,0.8521686189915854,0.5461215932914046,0.5389935247083338,0.3042452830188679,0.25401322001888577,0.25401322001888577,0.8729035639412998,2,716,10.0,3.0,0.1,,,,, (1hours)
binary,1,DT,PGD-20-SNN,0.05,0.8503668763102725,0.8521686189915854,0.5463836477987422,0.5392064974496212,0.30398322851153037,0.2530689329556185,0.2530689329556185,0.8729035639412998,2,716,20.0,9.5,0.031578947368421054,,,,, (1hours)
binary,1,DT,BBA,0.05,0.8503668763102725,0.8521686189915854,0.13338574423480085,0.1531446297505061,0.7169811320754716,0.7639282341831917,0.7639282341831917,0.8729035639412998,2,716,,,,80.0,160.0,115.0,, (1hours)
binary,1,DT,DBA-style,0.05,0.8503668763102725,0.8521686189915854,0.14360587002096437,0.1620083838835155,0.7067610062893082,0.7714825306893296,0.7714825306893296,0.8729035639412998,2,716,,,,,,,105.0, (1hours)
binary,1,DT,FGSM-SNN,0.1,0.8503668763102725,0.8521686189915854,0.4410377358490566,0.4192854926058445,0.40932914046121593,0.3083097261567517,0.3083097261567517,0.8729035639412998,2,716,,,,,,,, (1hours)
binary,1,DT,PGD-10-SNN,0.1,0.8503668763102725,0.8521686189915854,0.4271488469601677,0.41315869377080067,0.42321802935010483,0.3408876298394712,0.3408876298394712,0.8729035639412998,2,716,10.0,3.0,0.1,,,,, (1hours)
